Flow ID,pipeline_0_1_dec,pipeline_0_8_dec,pipeline_1_start_dec,pipeline_1_end_dec,pipeline_2_start_dec,pipeline_2_end_dec,pipeline_3_start_dec,pipeline_3_end_dec,srcPort,flow_id_hex,class_number,flow_duration,delta_0_us,delta_1,delta_2,delta_3,Flow Duration Original,total_latency
7.7.7.214 8.8.8.214 42227 1194,830569050,830734714,830734764,830734775,,,830734831,830734842,42227,0x3004,3,165823,35,11,,11,165766,57
8.8.8.214 7.7.7.214 1194 42227,830791852,830934493,830934562,830934568,,,830934623,830934632,1194,0x0f04,3,142748,51,6,,9,142682,66
7.7.7.215 8.8.8.215 42227 1194,830992634,831158466,831158534,831158541,,,831158596,831158602,42227,0x1913,3,165997,34,7,,6,165950,47
8.8.8.216 7.7.7.216 1194 42227,832065675,832267242,832267312,832267327,,,832267383,832267395,1194,0x5c2c,3,201688,30,15,,12,201631,57
7.7.7.217 8.8.8.217 42227 1194,832325534,832478600,832478631,832478640,,,832478695,832478706,42227,0x4a3b,3,153247,44,9,,11,153183,64
8.8.8.217 7.7.7.217 1194 42227,832535276,832657466,832657535,832657545,,,832657601,832657610,1194,0x753b,3,122334,34,10,,9,122281,53
8.8.8.218 7.7.7.218 1194 42227,832980848,833151776,833151844,833151851,,,833151906,833151913,1194,0x0e02,3,171083,53,7,,7,171016,67
8.8.8.219 7.7.7.219 1194 48474,834706346,834876827,834876863,834876879,,,834876935,834876947,1194,0x7982,3,170682,28,16,,12,170626,56
8.8.8.220 7.7.7.220 1194 48474,835190927,835383709,835383761,835383770,,,835383825,835383833,1194,0x5016,3,193028,34,9,,8,192977,51
7.7.7.221 8.8.8.221 48474 1194,835440681,835660921,835660990,835661001,,,835661057,835661068,48474,0x5d4d,3,220394,46,11,,11,220326,68
8.8.8.221 7.7.7.221 1194 48474,835717423,835936855,835936900,835936908,,,835936964,835936973,1194,0x7901,3,219667,37,8,,9,219613,54
7.7.7.222 8.8.8.222 48474 1194,835995187,836185070,836185139,836185145,,,836185201,836185208,48474,0x2674,3,190092,40,6,,7,190039,53
8.8.8.222 7.7.7.222 1194 48474,836244957,836411635,836411646,836411653,,,836411708,836411713,1194,0x0238,3,166786,-14,7,,5,166788,-2
7.7.7.223 8.8.8.223 48474 1194,836467835,836658425,836658488,836658498,,,836658553,836658563,48474,0x0f63,3,190819,47,10,,10,190752,67
8.8.8.223 7.7.7.223 1194 48474,836713510,836841181,836841187,836841196,,,836841251,836841262,1194,0x2b2f,3,127786,43,9,,11,127723,63
7.7.7.224 8.8.8.224 48474 1194,836897345,837060425,837060493,837060500,,,837060555,837060563,48474,0x7144,3,163168,50,7,,8,163103,65
8.8.8.224 7.7.7.224 1194 48474,837119158,837253143,837253211,837253219,,,837253274,837253282,1194,0x5508,3,134042,37,8,,8,133989,53
7.7.7.225 8.8.8.225 48474 1194,837310053,837513420,837513489,837513499,,,837513554,837513562,48474,0x5853,3,203535,36,10,,8,203481,54
8.8.8.225 7.7.7.225 1194 48474,837574758,837774310,837774378,837774388,,,837774444,837774455,1194,0x7c1f,3,199725,27,10,,11,199677,48
7.7.7.226 8.8.8.226 48474 1194,837829518,838048497,838048540,838048547,,,838048602,838048610,48474,0x236a,3,219177,41,7,,8,219121,56
8.8.8.226 7.7.7.226 1194 48474,838104344,838305047,838305115,838305122,,,838305177,838305183,1194,0x0726,3,200930,48,7,,6,200869,61
8.8.8.227 7.7.7.227 1194 48474,838633856,838846776,838846845,838846855,,,838846911,838846920,1194,0x2e31,3,213120,42,10,,9,213059,61
7.7.7.228 8.8.8.228 48474 1194,838909565,839085377,839085445,839085453,,,839085508,839085516,48474,0x23e9,3,175946,30,8,,8,175900,46
8.8.8.228 7.7.7.228 1194 48474,839142429,839323615,839323684,839323692,,,839323748,839323758,1194,0x07a5,3,181404,46,8,,10,181340,64
8.8.8.230 7.7.7.230 42393 1194,846170144,849459185,849459255,849459273,,,849459330,849459347,42393,0x6056,3,3292025,33,18,,17,3291957,68
7.7.7.232 8.8.8.232 42393 1194,851915002,852131255,852131309,852131317,,,852131372,852131378,42393,0x7e41,3,216472,52,8,,6,216406,66
8.8.8.232 7.7.7.232 1194 42393,852187763,852393821,852393890,852393901,,,852393956,852393968,1194,0x0d67,3,206194,29,11,,12,206142,52
8.8.8.234 7.7.7.234 1194 42393,853882194,854659508,854659579,854659604,,,854659662,854659682,1194,0x5f49,3,777994,10,25,,20,777939,55
7.7.7.235 8.8.8.235 42393 1194,854717452,855176451,855176520,855176529,,,855176584,855176598,42393,0x0578,3,459386,101,9,,14,459262,124
8.8.8.235 7.7.7.235 1194 42393,855240989,855647201,855647270,855647287,,,855647343,855647356,1194,0x765e,3,406572,18,17,,13,406524,48
8.8.8.236 7.7.7.236 1194 42393,856167196,856275921,856275983,856275991,,,856276047,856276056,1194,0x5fca,3,108853,32,8,,9,108804,49
7.7.7.237 8.8.8.237 42393 1194,856332021,856564927,856564996,856565002,,,856565057,856565065,42393,0x05fb,3,233066,44,6,,8,233008,58
8.8.8.237 7.7.7.237 1194 42393,856621820,856868244,856868250,856868273,,,856868331,856868350,1194,0x76dd,3,246699,19,23,,19,246638,61
8.8.8.238 7.7.7.238 1194 42393,857203335,857414289,857414358,857414367,,,857414423,857414431,1194,0x0de4,3,211179,40,9,,8,211122,57
7.7.7.239 8.8.8.239 42393 1194,857474100,857692675,857692745,857692764,,,857692820,857692838,42393,0x57d5,3,218770,27,19,,18,218706,64
8.8.8.239 7.7.7.239 1194 42393,857748822,857969944,857969993,857970004,,,857970059,857970073,1194,0x24f3,3,221382,28,11,,14,221329,53
7.7.7.240 8.8.8.240 42393 1194,858030530,858241386,858241440,858241448,,,858241503,858241510,42393,0x7c4d,3,211048,46,8,,7,210987,61
7.7.7.241 8.8.8.241 42393 1194,858556039,858763051,858763085,858763104,,,858763160,858763177,42393,0x555a,3,207199,11,19,,17,207152,47
8.8.8.241 7.7.7.241 1194 42393,858823829,859042994,859043062,859043070,,,859043125,859043135,1194,0x267c,3,219368,36,8,,10,219314,54
7.7.7.242 8.8.8.242 42393 1194,859097591,859316325,859316349,859316355,,,859316410,859316416,42393,0x2e63,3,218971,34,6,,6,218925,46
8.8.8.242 7.7.7.242 1194 42393,859372308,859594644,859594714,859594738,,,859594795,859594814,1194,0x5d45,3,222512,41,24,,19,222428,84
7.7.7.243 8.8.8.243 42393 1194,859661142,859880741,859880785,859880809,,,859880867,859880888,42393,0x0774,3,219835,10,24,,21,219780,55
8.8.8.243 7.7.7.243 1194 42393,859938877,860167913,860167977,860167987,,,860168043,860168055,1194,0x7452,3,229315,24,10,,12,229269,46
7.7.7.244 8.8.8.244 42393 1194,860227591,860402068,860402137,860402143,,,860402198,860402206,42393,0x2ee0,3,174591,46,6,,8,174531,60
8.8.8.244 7.7.7.244 1194 42393,860464338,860635618,860635667,860635673,,,860635728,860635734,1194,0x5dc6,3,171436,35,6,,6,171389,47
8.8.8.245 7.7.7.245 1194 42393,860937997,861122946,861123008,861123017,,,861123073,861123084,1194,0x74d1,3,185168,45,9,,11,185103,65
